Name,Age,Gender,Voice,Rating,Walking Behaviour,Tipping,Is Happy
Pierre Blair,27,Male,Raised,Bad,Rushed,None,No
Lorenzo Rangel,26,Male,Raised,Bad,Normal,None,No
Deborah Odom,33,Male,Raised,Good,Slow,Much,No
Kristin Lowe,33,Male,Normal,Normal,Rushed,Little,No
Gaven Dillon,21,Male,Normal,Bad,Rushed,None,No
Kyson Patton,31,Female,Raised,Bad,Normal,None,No
Misael Pearson,46,Female,Normal,Good,Normal,Much,Yes
Carmen Chase,49,Female,Normal,Bad,Rushed,None,No
Maximillian Miranda,25,Male,Raised,Bad,Rushed,None,No
Jaylen Fuentes,49,Male,Normal,Good,Normal,Much,Yes
Annika Lambert,31,Female,Raised,Bad,Rushed,None,No
Kiley Leonard,21,Male,Raised,Bad,Rushed,Much,No
Damarion Hebert,32,Male,Raised,Good,Slow,Much,Yes
Lana Preston,30,Female,Normal,Normal,Normal,Much,Yes
Chana Andersen,42,Female,Raised,Good,Normal,Much,Yes
Kaley Frederick,34,Female,Raised,Bad,Normal,Much,No
Jesse Morgan,28,Female,Raised,Normal,Slow,Much,Yes
Dana Aguilar,21,Male,Raised,Bad,Rushed,None,No
Erica Church,25,Male,Raised,Bad,Rushed,None,No
Maximillian Landry,19,Male,Normal,Bad,Rushed,Much,No
Kyra Vazquez,32,Female,Raised,Bad,Rushed,None,No
Hector Booth,22,Male,Raised,Bad,Rushed,None,No
Oswaldo Huang,48,Female,Normal,Good,Normal,Little,Yes
Landen Bernard,37,Male,Normal,Normal,Normal,Little,Yes
Jaslene Boyd,43,Female,Raised,Good,Rushed,None,No
Holly Greene,26,Female,Normal,Good,Slow,Much,Yes
Noel Williamson,37,Male,Raised,Bad,Rushed,Much,No
Teresa Meyer,41,Female,Raised,Good,Normal,Much,Yes
Alison Thompson,33,Male,Raised,Good,Rushed,None,No
Tess Russo,35,Male,Raised,Normal,Slow,None,No
Jazlene Crane,29,Male,Raised,Bad,Rushed,Little,No
Priscilla Charles,31,Female,Normal,Good,Normal,Much,Yes
Reuben Hunter,50,Female,Normal,Normal,Normal,Much,Yes
Nathanial Faulkner,38,Male,Normal,Good,Normal,Much,Yes
Savanah Blackburn,35,Female,Normal,Bad,Rushed,Much,No
Quinn Osborne,28,Female,Normal,Bad,Rushed,None,No
Kayden Bowen,24,Male,Raised,Bad,Rushed,None,No
Yair Acevedo,40,Male,Normal,Good,Normal,Much,Yes
Carmelo Bryan,29,Male,Raised,Bad,Rushed,Little,No
Keely Montes,26,Male,Raised,Bad,Rushed,None,No
Helen Peters,28,Female,Raised,Good,Rushed,Little,No
Alondra Decker,24,Female,Raised,Good,Slow,Much,No
Ann Hernandez,31,Female,Normal,Bad,Rushed,None,No
Preston Jordan,47,Female,Normal,Normal,Rushed,None,No
Gideon Spears,30,Male,Normal,Good,Normal,Much,Yes
Kash Donovan,35,Female,Raised,Bad,Rushed,None,No
Davis Kelley,24,Female,Normal,Bad,Normal,None,No
Korbin Ferrell,30,Female,Normal,Normal,Normal,Much,Yes
Katrina Garrison,30,Female,Raised,Bad,Rushed,Much,No
Penelope Li,24,Female,Normal,Bad,Slow,None,No
Dakota Schmitt,33,Female,Normal,Normal,Normal,Much,No
Julianna Reeves,31,Male,Raised,Bad,Slow,None,No
Pamela Melendez,25,Female,Normal,Good,Normal,Much,Yes
Devan Fitzgerald,18,Female,Raised,Good,Slow,None,No
Brycen Good,17,Male,Normal,Bad,Normal,None,No
Gerardo Burgess,29,Male,Raised,Bad,Rushed,None,No
Bobby Orr,25,Male,Normal,Bad,Rushed,Much,No
Parker Mendez,30,Female,Normal,Bad,Normal,Much,Yes
Emelia Nguyen,45,Male,Normal,Normal,Normal,Normal,Yes
Kelvin Carr,44,Female,Normal,Normal,Normal,Much,Yes
Heidi Day,43,Male,Normal,Good,Normal,Much,Yes
Zariah Hansen,30,Female,Normal,Good,Rushed,Much,Yes
Shayna Church,26,Female,Normal,Normal,Rushed,None,No
Michaela Mendez,35,Male,Raised,Good,Normal,Much,Yes
Raelynn Pham,31,Male,Raised,Normal,Rushed,None,No
Makena Mcmahon,34,Male,Raised,Bad,Rushed,Much,No
Samantha Huffman,17,Female,Raised,Normal,Slow,None,No
Shane Chambers,35,Female,Raised,Normal,Rushed,Little,No
Saige Sanford,46,Female,Raised,Bad,Rushed,None,No
Tristen Pruitt,41,Female,Raised,Good,Rushed,Much,Yes
Marc Bell,23,Male,Raised,Bad,Rushed,None,No
Greyson Norman,24,Male,Normal,Bad,Rushed,None,No
Octavio Wilson,26,Male,Raised,Good,Rushed,None,No
Dakota Howard,41,Female,Normal,Bad,Normal,Normal,Yes
Kendal Fitzpatrick,33,Female,Normal,Normal,Normal,Much,Yes
Holden Dunn,24,Male,Raised,Good,Rushed,None,No
Clare Roth,27,Female,Normal,Good,Normal,Much,Yes
Leland Butler,30,Male,Normal,Good,Normal,Much,Yes
Jake Daniels,33,Male,Normal,Normal,Rushed,Little,No
Emmanuel Wolfe,34,Male,Normal,Normal,Normal,Little,Yes
Ezra Rivers,45,Male,Normal,Good,Slow,Little,Yes
Josiah Leon,45,Female,Normal,Good,Slow,Much,Yes
Lee Parks,39,Female,Normal,Good,Normal,Little,Yes
King Goodman,24,Female,Raised,Bad,Rushed,None,No
Jazlynn Khan,42,Female,Normal,Good,Normal,Much,Yes
Kael Kennedy,49,Male,Raised,Bad,Rushed,None,No
Kash Garner,41,Male,Raised,Bad,Slow,Little,No
Niko Hahn,22,Male,Raised,Normal,Rushed,None,No
Danna Branch,28,Male,Normal,Bad,Rushed,Little,No
Niko Richmond,43,Female,Normal,Good,Normal,Normal,Yes
Osvaldo Mclaughlin,19,Male,Raised,Good,Rushed,Much,No
Angie Compton,18,Female,Raised,Bad,Rushed,None,No
Mackenzie Fitzgerald,28,Male,Raised,Normal,Rushed,None,No
Carolina Moses,31,Female,Normal,Bad,Normal,Much,Yes
Maverick Mays,25,Female,Raised,Good,Normal,None,No
Alijah Owens,17,Female,Raised,Bad,Rushed,None,No
Malakai Leon,32,Male,Raised,Normal,Rushed,None,No
Salma Barton,44,Male,Normal,Good,Rushed,Little,Yes
Jayvon Harding,32,Male,Normal,Good,Rushed,Much,Yes
Caden Manning,40,Female,Normal,Good,Rushed,Much,Yes
Anaya Willis,33,Male,Raised,Good,Rushed,None,No
Veronica Deleon,25,Male,Normal,Good,Slow,Much,Yes
Kasen Flores,28,Female,Raised,Bad,Normal,None,No
Yurem Owens,25,Female,Raised,Normal,Rushed,None,No
Maci Macdonald,34,Male,Normal,Bad,Rushed,Much,No
Kendrick Kaufman,27,Female,Normal,Good,Normal,Much,Yes
Craig Elliott,29,Male,Normal,Good,Normal,Much,Yes
Nathalia Taylor,28,Female,Raised,Bad,Rushed,None,No
Adrienne Maldonado,28,Male,Normal,Bad,Normal,Much,Yes
Cora House,45,Male,Normal,Good,Slow,Much,Yes
Cortez White,31,Female,Normal,Good,Rushed,None,No
Gaige Morton,27,Male,Normal,Good,Normal,Much,Yes
Blaine Hebert,30,Female,Normal,Bad,Normal,Much,Yes
Dayami Perkins,24,Male,Normal,Good,Rushed,None,No
Zariah Horton,19,Female,Normal,Good,Normal,Little,Yes
Aniya Wise,40,Female,Normal,Normal,Normal,Much,Yes
Jaiden Crawford,49,Male,Normal,Good,Normal,Little,Yes
Jessica Koch,50,Male,Normal,Normal,Rushed,Much,Yes
Landyn Hartman,30,Female,Raised,Bad,Normal,None,No
Paisley Reyes,32,Female,Normal,Normal,Normal,Much,Yes
Peyton Byrd,18,Female,Normal,Bad,Rushed,None,No
Luke Scott,24,Female,Raised,Bad,Slow,None,No
Jamie Skinner,48,Male,Raised,Bad,Rushed,Little,No
Leyla Costa,28,Male,Raised,Bad,Rushed,None,No
Miracle Cole,32,Male,Raised,Good,Normal,Little,No
Zayden Herman,21,Male,Raised,Bad,Rushed,None,No
Ariel Ross,18,Male,Raised,Normal,Rushed,None,No
Amelie Cruz,41,Male,Normal,Good,Slow,Much,Yes
Abigayle Adams,31,Female,Raised,Bad,Rushed,None,No
Ricky Bowman,40,Male,Normal,Good,Normal,Normal,Yes
Courtney Norris,31,Male,Normal,Bad,Rushed,None,No
Camren Peterson,26,Female,Raised,Bad,Rushed,None,No
Tanya Poole,29,Male,Normal,Good,Normal,Normal,Yes
Itzel Gutierrez,20,Male,Raised,Bad,Rushed,Little,No
Josue Bruce,25,Female,Normal,Bad,Rushed,None,No
Serenity Willis,39,Male,Normal,Good,Normal,Much,Yes
Maxim Watts,29,Male,Raised,Bad,Rushed,Little,No
Baylee Forbes,27,Female,Raised,Normal,Slow,Much,No
Angela Whitaker,44,Male,Normal,Good,Normal,Normal,Yes
Braiden Mckee,31,Female,Raised,Normal,Rushed,None,No
Helena Church,25,Female,Raised,Good,Normal,Much,Yes
Baron Harper,34,Female,Raised,Good,Rushed,None,No
Kareem Kaufman,34,Male,Raised,Bad,Rushed,None,No
Kaleb Gardner,34,Male,Raised,Normal,Rushed,None,No
Brynlee Bridges,23,Male,Raised,Good,Rushed,None,No
Kiara Compton,29,Male,Normal,Bad,Rushed,None,No
Cooper Cherry,25,Male,Normal,Bad,Normal,None,No
Isabel Hartman,45,Female,Normal,Good,Normal,Little,Yes
Amir Gonzales,35,Female,Normal,Good,Rushed,None,No
Leandro Andersen,42,Female,Raised,Good,Rushed,Much,Yes
Ansley Roth,47,Male,Normal,Bad,Rushed,Much,Yes
London Suarez,18,Female,Raised,Good,Rushed,None,No
Aniya Parrish,31,Male,Normal,Bad,Slow,Much,Yes
Lillie Callahan,19,Male,Raised,Bad,Normal,Much,Yes
Cannon Jordan,34,Female,Normal,Bad,Rushed,None,No
Marques Gallegos,22,Female,Raised,Good,Rushed,None,No
Jordyn Morgan,32,Female,Normal,Bad,Normal,Normal,Yes
Caylee Silva,49,Male,Raised,Bad,Normal,Much,Yes
Wade James,25,Female,Raised,Good,Slow,Little,Yes
Frida Decker,40,Male,Normal,Good,Normal,Much,Yes
Lane Sawyer,21,Male,Raised,Bad,Rushed,None,No
Jayvion Butler,20,Female,Raised,Bad,Rushed,None,No
Antwan Frey,35,Male,Normal,Good,Slow,Much,Yes
Bernard Hendricks,35,Male,Raised,Bad,Rushed,None,No
Anton Sullivan,35,Male,Normal,Good,Slow,Little,Yes
Urijah Washington,25,Female,Normal,Good,Normal,Much,Yes
Melany Buchanan,46,Female,Normal,Good,Normal,Much,Yes
Devan Thompson,30,Female,Normal,Bad,Rushed,Much,No
Sebastian Bass,36,Female,Normal,Normal,Normal,Little,Yes
Sarai Christensen,27,Female,Normal,Good,Rushed,Much,Yes
Abdullah Costa,31,Male,Raised,Bad,Rushed,None,No
Alden Oneal,34,Male,Raised,Good,Rushed,None,No
Ramiro Adkins,27,Female,Raised,Normal,Rushed,None,No
Kaila Meza,44,Female,Normal,Good,Rushed,Much,Yes
Carl Fernandez,32,Male,Normal,Good,Rushed,Much,Yes
Shaniya Mora,29,Male,Raised,Good,Rushed,Much,Yes
Skyla Diaz,30,Male,Raised,Normal,Rushed,None,No
Aylin Galloway,39,Female,Normal,Bad,Normal,Much,Yes
Andrew Welch,25,Male,Raised,Bad,Rushed,None,No
Nicolas Rubio,46,Male,Raised,Good,Rushed,Much,Yes
Dakota Barajas,33,Male,Normal,Good,Normal,Much,Yes
Jaxson Snyder,31,Female,Raised,Normal,Slow,None,No
Angie Espinoza,22,Male,Raised,Good,Rushed,None,No
Jaylon Fitzgerald,29,Male,Normal,Bad,Rushed,Much,No
Linda Blair,50,Female,Raised,Good,Slow,Much,Yes
Gabriel Haley,31,Female,Raised,Bad,Rushed,None,No
Sam Bryan,32,Female,Normal,Good,Normal,Little,Yes
Cristina Hardy,29,Female,Raised,Bad,Rushed,Much,No
Bennett Perkins,30,Male,Normal,Bad,Rushed,None,No
Jane Boyd,41,Male,Raised,Bad,Slow,Much,No
Kadence Livingston,24,Male,Normal,Bad,Slow,None,No
Colt Wise,47,Female,Normal,Good,Normal,Much,Yes
Harper Wilkerson,25,Male,Raised,Bad,Normal,None,No
Cadence Clarke,29,Female,Raised,Bad,Rushed,None,No
Danica Duffy,23,Female,Raised,Bad,Normal,None,No
Jaiden Mcfarland,44,Female,Normal,Good,Normal,Much,Yes
Charlize Wong,43,Female,Normal,Normal,Slow,Much,Yes
Grant Payne,41,Male,Raised,Good,Rushed,Little,Yes
Broderick Garza,50,Male,Normal,Good,Normal,Normal,Yes
Scarlett Norton,39,Male,Normal,Good,Normal,Much,Yes
Cassidy Reeves,25,Male,Normal,Good,Rushed,Much,Yes
Dexter Todd,50,Male,Raised,Good,Rushed,Normal,Yes
Markus Watkins,33,Male,Normal,Normal,Normal,Much,Yes
Ariel Mata,50,Male,Raised,Good,Normal,Much,Yes
Brooklynn Walter,20,Male,Normal,Good,Normal,Much,Yes
Alexzander Gould,33,Male,Raised,Normal,Rushed,None,No
Dereon Larson,43,Female,Normal,Good,Normal,Much,Yes
Beau Jackson,25,Male,Normal,Good,Normal,Much,Yes
Yoselin Lynch,31,Male,Raised,Normal,Rushed,None,No
Jaylin Harris,28,Male,Raised,Good,Rushed,None,No
Jacob Rivers,17,Female,Normal,Good,Rushed,None,No
Laila Marsh,20,Male,Raised,Bad,Rushed,Little,No
Mina Hatfield,17,Male,Raised,Bad,Rushed,None,No
Lola Meyers,46,Male,Raised,Good,Normal,Much,Yes
Zion Haney,47,Male,Normal,Good,Normal,Little,Yes
Felix Sampson,17,Male,Raised,Bad,Slow,Much,No
Carmen Shelton,20,Male,Raised,Good,Normal,Much,Yes
Lawson Marshall,37,Male,Normal,Good,Slow,Little,Yes
Kelton Sampson,31,Female,Normal,Good,Normal,Normal,Yes
Leilani Thornton,24,Male,Raised,Good,Rushed,Little,No
Camila Cole,32,Female,Normal,Bad,Normal,None,No
Nigel Macias,40,Male,Raised,Bad,Slow,None,No
Giovani Fisher,41,Male,Raised,Bad,Rushed,None,No
Frankie Mcbride,23,Female,Raised,Good,Rushed,None,No
Carlee Page,25,Female,Raised,Normal,Rushed,Much,No
Royce Sampson,25,Female,Normal,Bad,Slow,None,No
Jakayla Norris,43,Female,Normal,Good,Normal,Much,Yes
Madisyn Madden,39,Female,Normal,Good,Normal,Much,Yes
James Rodriguez,37,Male,Raised,Good,Normal,Much,Yes
Danny Ramos,50,Male,Normal,Normal,Slow,Much,Yes
Henry Russell,48,Male,Raised,Good,Normal,Much,Yes
Jocelynn Pittman,27,Female,Raised,Bad,Normal,None,No
Israel Brooks,29,Male,Raised,Bad,Rushed,None,No
Rosemary Delgado,35,Male,Raised,Good,Normal,Much,Yes
Ace Jefferson,35,Female,Raised,Bad,Rushed,None,No
Sean Powers,35,Female,Normal,Good,Normal,Much,Yes
Leonidas Baldwin,25,Male,Normal,Bad,Slow,None,No
Abraham Lynn,27,Female,Raised,Bad,Rushed,Much,No
Ellis Colon,27,Female,Normal,Good,Normal,Much,Yes
Campbell Wolfe,45,Female,Raised,Good,Normal,Little,Yes
Rory Vaughn,35,Female,Raised,Good,Rushed,None,No
Kyra Ray,31,Male,Normal,Bad,Rushed,None,No
Nathanael Jefferson,30,Female,Raised,Good,Normal,Much,Yes
Carissa Bartlett,24,Male,Raised,Good,Normal,Normal,Yes
Carson Gordon,24,Male,Raised,Good,Slow,Much,No
Jaylan Kennedy,25,Male,Normal,Bad,Rushed,Much,No
Dayanara Dodson,24,Female,Raised,Bad,Rushed,None,No
Ashly Rivers,25,Female,Normal,Good,Rushed,None,No
Lukas Shepherd,20,Male,Raised,Bad,Rushed,None,No
Ashley Villa,32,Male,Normal,Good,Normal,Much,Yes
Max Newman,19,Male,Raised,Bad,Normal,None,No
Chandler Mckay,47,Female,Normal,Bad,Normal,None,No
Dalia Gallegos,23,Male,Raised,Bad,Rushed,None,No
Deandre Davenport,26,Female,Raised,Good,Rushed,Little,No
Ray Mcconnell,25,Male,Raised,Normal,Rushed,Little,No
Humberto Dunlap,33,Male,Normal,Good,Slow,Much,Yes
Douglas Maxwell,21,Male,Normal,Bad,Normal,Normal,Yes
Zander Barr,43,Female,Raised,Bad,Rushed,None,No
Elijah Durham,44,Female,Raised,Good,Normal,Much,Yes
Alvaro Powell,42,Male,Raised,Good,Normal,Much,Yes
Tabitha Anthony,22,Male,Normal,Bad,Rushed,Much,No
Jaiden Vance,34,Male,Raised,Bad,Rushed,None,No
Jaiden Salinas,20,Male,Raised,Normal,Slow,Little,No
Laci Rivers,37,Female,Normal,Normal,Normal,Much,Yes
Anna Elliott,50,Female,Normal,Good,Normal,Normal,Yes
Jaida Goodman,26,Female,Raised,Good,Rushed,None,No
Sarah Bullock,46,Female,Normal,Good,Normal,Much,Yes
Slade George,32,Male,Normal,Good,Slow,Much,Yes
Gregory Cochran,40,Female,Normal,Bad,Normal,None,No
Jagger Bowers,28,Female,Raised,Bad,Rushed,None,No
Trevor Chapman,32,Male,Raised,Bad,Rushed,Little,No
Jade Herman,26,Male,Raised,Bad,Rushed,Little,No
Miya Charles,50,Male,Normal,Good,Normal,Much,Yes
Kristin Galvan,33,Male,Raised,Good,Normal,Much,Yes
Branson Soto,29,Male,Normal,Good,Normal,Little,Yes
Sammy Woods,35,Female,Normal,Bad,Rushed,None,No
Madison Huerta,24,Female,Raised,Bad,Rushed,None,No
Aileen Hinton,21,Male,Raised,Normal,Normal,None,No
Abraham Wallace,30,Female,Raised,Good,Rushed,Much,Yes
Macey Flowers,50,Female,Raised,Good,Normal,Normal,Yes
Hector Farrell,44,Male,Raised,Good,Rushed,Normal,Yes
Jenny Carter,38,Male,Raised,Good,Normal,Much,Yes
Susan Townsend,25,Female,Raised,Bad,Rushed,None,No
Gracelyn Ramirez,31,Male,Normal,Good,Normal,Much,Yes
Melvin Sanford,29,Female,Normal,Good,Rushed,None,No
Omari Ross,25,Male,Raised,Bad,Rushed,Much,No
Adison Perry,26,Male,Raised,Good,Slow,Much,Yes
Makayla Potter,45,Female,Raised,Bad,Slow,Much,Yes
Macey Taylor,46,Male,Raised,Good,Normal,Much,Yes
Marissa Alexander,34,Female,Normal,Normal,Normal,Little,Yes
Selina Higgins,32,Male,Normal,Good,Normal,Much,Yes
Frances Lowe,23,Female,Raised,Bad,Normal,None,No
Rylie Singh,40,Female,Raised,Good,Normal,Much,Yes
Jesus Fuller,26,Female,Raised,Bad,Slow,None,No
Kailee Mckenzie,43,Female,Raised,Bad,Rushed,None,No
Lesly Ramsey,34,Male,Raised,Good,Rushed,None,No
Myla Cook,20,Female,Raised,Bad,Rushed,None,No
Mikaela Gibson,31,Female,Raised,Bad,Rushed,None,No
Kendall Peters,24,Male,Raised,Good,Rushed,Much,No
Asa Valentine,28,Male,Normal,Normal,Rushed,Much,Yes
Tucker Love,22,Female,Raised,Good,Rushed,None,No
Dahlia Cannon,45,Female,Raised,Bad,Normal,Much,Yes
Siena Petersen,34,Male,Raised,Bad,Rushed,Little,No
Parker House,21,Male,Raised,Bad,Rushed,Little,No
Lorenzo Larsen,48,Male,Raised,Good,Slow,Much,Yes
Jair Marshall,22,Male,Normal,Bad,Rushed,None,No
Kiersten West,35,Male,Raised,Normal,Rushed,None,No
Cash Livingston,50,Female,Normal,Good,Normal,Little,Yes
Kadence Guerrero,31,Female,Raised,Bad,Normal,Little,Yes
Nigel Andrews,19,Male,Raised,Bad,Rushed,None,No
Alondra Andersen,17,Female,Raised,Good,Rushed,Little,No
Evan Morales,29,Male,Normal,Bad,Normal,None,No
Kenya Velasquez,37,Female,Normal,Good,Normal,Little,Yes
Kian Orozco,50,Female,Normal,Normal,Normal,Much,Yes
Abagail Stein,29,Female,Raised,Bad,Rushed,None,No
Philip Foley,28,Female,Raised,Good,Normal,Much,Yes
Stephanie Rosario,30,Female,Raised,Bad,Normal,None,No
Sophia Gay,27,Female,Raised,Bad,Rushed,None,No
Dereon Potter,34,Male,Normal,Bad,Rushed,None,No
Georgia Mata,21,Female,Raised,Good,Rushed,None,No
Carolyn Wu,31,Female,Normal,Bad,Rushed,None,No
Ronald Valenzuela,25,Female,Raised,Bad,Rushed,None,No
Mckinley Townsend,23,Female,Raised,Bad,Rushed,None,No
Jay Fritz,20,Female,Raised,Bad,Rushed,None,No
Janelle Zimmerman,29,Male,Normal,Good,Slow,Much,Yes
Ralph Boyle,17,Male,Raised,Bad,Normal,None,No
Monica Reilly,33,Female,Normal,Bad,Rushed,None,No
Brenna Calderon,42,Female,Normal,Good,Rushed,None,No
Jaliyah Rojas,29,Female,Raised,Good,Slow,Little,No
Katherine Roberson,39,Female,Raised,Good,Slow,Much,Yes
Yadira Dalton,22,Female,Raised,Good,Normal,None,No
Kenny Frey,27,Male,Raised,Bad,Rushed,Little,No
Marina Daugherty,35,Male,Raised,Bad,Rushed,None,No
Jane Palmer,33,Male,Normal,Bad,Slow,None,No
Audrina English,19,Male,Normal,Bad,Rushed,None,No
Ainsley Glenn,28,Female,Normal,Good,Normal,Much,Yes
Valeria Conner,27,Female,Normal,Bad,Rushed,Much,No
Maddison Dawson,42,Male,Normal,Good,Normal,Much,Yes
Rory Mcconnell,47,Male,Normal,Good,Rushed,Much,Yes
Karley Kaiser,30,Female,Normal,Normal,Slow,Much,Yes
Anaya Knight,35,Female,Normal,Normal,Normal,Much,Yes
Caitlyn Brennan,20,Female,Raised,Bad,Rushed,None,No
Vanessa Goodman,34,Female,Normal,Normal,Normal,None,No
Mallory Esparza,24,Male,Normal,Bad,Rushed,None,No
Callum Mcclure,22,Male,Normal,Normal,Normal,Much,Yes
Jamir Irwin,44,Female,Raised,Normal,Slow,None,No
Alena Macdonald,41,Female,Normal,Bad,Normal,Much,Yes
Sanaa Glenn,26,Male,Raised,Normal,Rushed,Little,No
Kasey Howe,35,Male,Normal,Good,Normal,Normal,Yes
Martin Mills,42,Male,Raised,Good,Normal,Much,Yes
Jaydin Mcconnell,30,Male,Raised,Normal,Rushed,None,No
Ashtyn Randolph,31,Male,Normal,Bad,Normal,Much,Yes
Edgar Carr,39,Female,Normal,Good,Rushed,Much,Yes
Leila Compton,28,Male,Normal,Bad,Rushed,Little,No
Christina Esparza,25,Male,Raised,Normal,Rushed,Much,No
Melanie Oconnell,33,Female,Normal,Good,Normal,Much,Yes
Mark Rollins,50,Male,Normal,Good,Normal,Much,Yes
Ashly Gill,46,Male,Normal,Good,Normal,Much,Yes
Valeria Newton,26,Female,Normal,Normal,Slow,Much,Yes
Keon Velasquez,26,Female,Raised,Normal,Normal,Normal,Yes
Francisco Clements,18,Female,Raised,Bad,Rushed,Much,No
Sloane Randall,29,Female,Normal,Bad,Rushed,None,No
Natalee Mercado,33,Female,Raised,Bad,Slow,Little,No
Brennan Rios,43,Male,Raised,Good,Slow,Much,Yes
Maci Brandt,30,Male,Raised,Bad,Rushed,None,No
Allisson Jacobson,31,Male,Raised,Bad,Normal,None,No
Samuel Watson,20,Female,Raised,Bad,Rushed,None,No
Sincere Higgins,46,Female,Raised,Bad,Rushed,Little,No
Ann Shea,31,Female,Normal,Good,Normal,Little,Yes
Karley Joyce,27,Male,Raised,Bad,Rushed,None,No
Remington Gonzalez,22,Male,Raised,Bad,Normal,None,No
Yandel Larson,33,Male,Normal,Normal,Normal,Little,Yes
Deborah Webb,49,Male,Normal,Good,Rushed,Much,Yes
Bryan Rivas,27,Male,Normal,Good,Normal,Much,Yes
Jaquan Lopez,20,Male,Raised,Bad,Rushed,None,No
Jude Sullivan,31,Male,Normal,Bad,Slow,Much,Yes
Carson Fritz,46,Male,Normal,Good,Normal,Much,Yes
Kobe Mcbride,30,Female,Normal,Bad,Rushed,None,No
Rolando Bryan,22,Female,Raised,Bad,Rushed,None,No
Davin Lloyd,34,Female,Raised,Normal,Rushed,None,No
Jayleen Clarke,39,Male,Normal,Good,Normal,Much,Yes
Weston Soto,38,Male,Normal,Bad,Slow,Much,Yes
Amiah Love,18,Male,Raised,Bad,Normal,None,No
Jarrett Carr,30,Female,Normal,Good,Normal,Much,Yes
Elisa Rowland,29,Male,Raised,Bad,Rushed,None,No
Sincere Yang,49,Male,Normal,Normal,Normal,Little,Yes
Stephanie Santiago,25,Female,Normal,Good,Slow,Much,Yes
Haiden Coffey,30,Male,Normal,Good,Normal,Much,Yes
Deja Wolf,33,Female,Raised,Good,Normal,Much,Yes
Caylee Griffin,30,Female,Raised,Bad,Normal,None,No
Lorelei Galloway,35,Male,Raised,Bad,Rushed,Little,No
Davin Page,24,Female,Normal,Good,Rushed,None,No
Ayana Ashley,25,Male,Raised,Good,Normal,None,No
Toby Mcpherson,22,Male,Raised,Bad,Slow,Much,No
Camden Maxwell,19,Female,Raised,Bad,Rushed,None,No
Alvaro Atkinson,32,Male,Normal,Normal,Normal,Little,Yes
Keyon Stanton,29,Male,Raised,Bad,Normal,Much,Yes
Rylee Cain,26,Male,Normal,Normal,Normal,Much,Yes
Alexander Cantrell,23,Male,Normal,Normal,Normal,Much,Yes
Kenley Lawrence,35,Female,Raised,Normal,Slow,None,No
Nickolas Woodward,22,Female,Raised,Bad,Rushed,None,No
Toby Castro,48,Female,Raised,Good,Normal,Much,Yes
Damian Reeves,27,Female,Normal,Good,Normal,Much,Yes
Amiah Peters,30,Male,Normal,Good,Rushed,Much,Yes
Mario Brock,29,Female,Normal,Good,Normal,Much,Yes
Brycen Rodriguez,47,Female,Normal,Good,Normal,Much,Yes
Ingrid Palmer,35,Female,Normal,Bad,Rushed,Much,Yes
Nia Watkins,43,Female,Raised,Bad,Slow,Little,Yes
Felix Booth,18,Male,Raised,Bad,Rushed,Little,No
Makena Hogan,19,Female,Normal,Normal,Normal,Much,Yes
Kamari Gould,44,Female,Normal,Good,Normal,Normal,Yes
Saige Torres,50,Male,Raised,Bad,Normal,Little,Yes
Yuliana Rosario,18,Female,Normal,Bad,Rushed,None,No
Antonio Holland,34,Male,Normal,Bad,Rushed,None,No
Talon Evans,26,Male,Normal,Bad,Rushed,None,No
Lane Harrison,29,Female,Raised,Bad,Rushed,Little,No
Memphis Sloan,44,Female,Raised,Good,Rushed,Much,Yes
Cael Lam,32,Female,Normal,Bad,Normal,Much,Yes
Brynn Trevino,50,Male,Raised,Good,Normal,Much,Yes
Enrique Jefferson,37,Male,Raised,Good,Rushed,Little,Yes
Alejandra Luna,49,Male,Normal,Good,Normal,Much,Yes
Caiden Schwartz,41,Male,Raised,Good,Normal,Normal,Yes
Nathanial Gamble,48,Female,Raised,Good,Normal,Much,Yes
Noah Mills,48,Male,Normal,Good,Normal,Little,No
Madilyn Burch,40,Female,Normal,Good,Rushed,Much,Yes
Sydnee Harrison,44,Female,Normal,Good,Normal,Much,Yes
Guadalupe Jackson,35,Male,Normal,Bad,Slow,None,No
Ethan Reese,30,Male,Normal,Normal,Slow,None,No
Brittany Webb,22,Male,Raised,Bad,Rushed,None,No
Maria Duffy,35,Female,Raised,Bad,Slow,None,No
Yoselin Mcguire,17,Male,Raised,Normal,Normal,Much,Yes
Brogan Holden,27,Female,Raised,Bad,Rushed,None,No
Isabel Mccarthy,39,Male,Normal,Good,Normal,Little,Yes
Lawson Archer,32,Male,Raised,Bad,Slow,None,No
Nathalia Kane,46,Female,Normal,Normal,Normal,Much,Yes
Yurem Woodward,34,Male,Normal,Good,Normal,Much,Yes
Destiny Doyle,25,Female,Raised,Bad,Normal,None,No
Sawyer Park,31,Female,Normal,Good,Normal,Little,Yes
Kaylee Lozano,24,Female,Normal,Normal,Rushed,None,No
Donna Holder,28,Female,Raised,Bad,Slow,None,No
Javon Lin,31,Male,Raised,Bad,Slow,None,No
Dallas Dodson,30,Female,Raised,Bad,Rushed,None,No
Dahlia Frederick,50,Male,Normal,Good,Normal,Much,Yes
Ellis Jarvis,38,Male,Raised,Good,Normal,Much,Yes
Lailah Savage,23,Male,Raised,Bad,Rushed,Little,No
Luz Pitts,30,Male,Raised,Bad,Rushed,None,No
